institution_id,name,address,phone,fax,email,internet
14309,Niedersächsisches Landesamt für Denkmalpflege,"Scharnhorststraße 1
30175 Hannover
Deutschland",+49 511 925-50,+49 511 925-5328,Dietmar.Vonend@nld.niedersachsen.de,Zur Homepage
264174117,Lichenologisch Onderzoekbureau Nederland,"Goudvink 47
3766 WK Soest
Niederlande",+31 35 6018541,,,
21090400,University of South Bohemia,"Branisovská 31
370 05 Ceske Budejovice
Tschechische Republik",+420 38 9032030,+420 38 9032030,rectorat@jcu.cz,Zur Homepage
235834370,University of Cape Town Department of Geological Sciences,"
Cape Town
Südafrika",,,,
260220055,Council for Geoscience,"Schoeman Street 30a
0699 Polokwane
Südafrika",+27 15 295-2826,+27 15 291-5568,info@geoscience.org.za,Zur Homepage
21093780,Purdue University,"
West Lafayette IN 47907
USA",+1 765 494-4600,,,Zur Homepage
286471638,"Rutgers, The State University of New Jersey School of Arts and Sciences Department of Jewish Studies","12 College Avenue
New Brunswick 08901
USA",+1 848 932-2033,,jsdept@rci.rutgers.edu,Zur Homepage
13008,Theologische Fakultät Paderborn,"Kamp 6
33098 Paderborn
Deutschland",+49 5251 121-6,,rektorat@theol-fakultaet-pb.de,Zur Homepage
12570768,Physikzentrum Bad Honnef,"Hauptstraße 5
53604 Bad Honnef
Deutschland",+49 2224 90-10113,+49 2224 90-10130,gomer@pbh.de,Zur Homepage
980475,Archivschule Marburg,"Bismarckstraße 32
35037 Marburg
Deutschland",+49 6421 16971-0,+49 6421 16971-10,archivschule@staff.uni-marburg.de,Zur Homepage
971788,Hansestadt Lübeck,"Breite Straße 62
23539 Lübeck
Deutschland",+49 451 122-0,+49 451 122-1206,info@luebeck.de,Zur Homepage
316662282,Institute of Biology Valrose UNS - CNRS UMR7277 - Inserm U1091 Faculté des Sciences,"Parc Valrose
06108 Nice Cedex 2
Frankreich",,,,
40177783,Université Rennes 2 - Haute Bretagne,"Place du Recteur Henri Le Moal CS 2
35043 Rennes Cedex
Frankreich",+33 2 99141000,,,Zur Homepage
20764974,Pommersches Landesmuseum,"Rakower Straße 9
17489 Greifswald
Deutschland",+49 3834 831210,+49 3834 831211,info@pommersches-landesmuseum.de,Zur Homepage
391581623,University of Oxford Centre for the Study of Ancient Documents Ioannou Centre for Classical & Byzantine Studies,"St. Giles' 66
Oxford OX1 3L
Großbritannien",+44 1865 288391,+44 1865 288386,,Zur Homepage
10533,Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth,"Friedrich-Paffrath-Straße 101
26389 Wilhelmshaven
Deutschland",+49 4421 985-0,+49 4421 985-2304,info@jade-hs.de,Zur Homepage
92512992,Université de la Rochelle,"23 avenue Albert Einstein
17071 La Rochelle cedex 9
Frankreich",+33 5 46459114,+33 5 46449376,,Zur Homepage
193575822,Institut National d'études démographique (INED),"133 Boulevard Davout
75980 Paris Cedex 20
Frankreich",+33 1 5606-2000,+33 1 5606-2199,doc@ined.fr,Zur Homepage
30008,Waldkrankenhaus St. Marien,"Rathsberger Straße 57
91054 Erlangen
Deutschland",+49 9131 822-0,+49 9131 822-389,info@waldkrankenhaus.de,Zur Homepage
217363831,Lagerstättengeologie GmbH Neubrandenburg,"Ihlenfelder Straße 119
17034 Neubrandenburg
Deutschland",,,,Zur Homepage
38212254,Gesundheit Nord gGmbH - Klinikverbund Bremen,"Martinistraße 34
28195 Bremen
Deutschland",+49 421 408190-02,+49 421 408190-66,info@gesundheitnord.de,Zur Homepage
183056604,Montronix GmbH,"Am Teerhaus 5
71720 Oberstenfeld
Deutschland",+49 7062 6793-00,+49 7062 6793-10,info@montronix.de,Zur Homepage
287022733,Universite Toulouse III (Paul Sabatier) Laboratoire des Intéractions Moléculaires et Réactivité Chimique et Photochimique (IMRCP),"118 route de Narbonne
31062 Toulouse
Frankreich",,,,
18245475,Ethiopian Institute of Agricultural Research (EIAR),"Postfach P.o.box 2003
Addis Abeba
Äthiopien",+251 251 11-6462633,+251 251 11-6461294,,Zur Homepage
208234960,Lyon Institute of Nanotechnology (INL),"7 avenue Jean Capelle
69621 Villeurbanne Cedex
Frankreich",+33 4 7218-6053,+33 4 7843-3593,guy.hollinger@ec-lyon.fr,Zur Homepage
10722,Forschungsstelle für internationale Agrar- u. Wirtschaftsentwicklung e.V.,"Im Neuenheimer Feld 330
69120 Heidelberg
Deutschland",+49 6221 548816,+49 6221 548819,oskar.gans@urz.uni-heidelberg.de,Zur Homepage
30183622,Polish Academy of Sciences Institute of Geophysics,"
01-452 Warszawa
Polen",,,,
39134032,Hokkaido University,"Kita 15, Nishi 8
Sapporo 060-0815
Japan",+81 11 706-8023,+81 11 706-8036,info@oia.hokudai.ac.jp,Zur Homepage
338007455,Instituto Nacional de Pesquisas da Amazônia (INPA),"Av. André Araújo, 2936, Aleixo
CEP 69060-001 Manaus
Brasilien",,,,Zur Homepage
193205436,Jahangirnagar University,"
Dhaka 1342
Bangladesch",+880 2 7791045,+880 2 7791052,,Zur Homepage
25494531,National Academy of Sciences of Ukraine Donetsk Physical & Technical Institute,"72 R. Luxemburg Str.
83114 Donetsk
Ukraine",+380 62 311,+380 62 337,,Zur Homepage
46465505,University of Cyprus,"P.O. Box 20537
1678 Nicosia
Zypern",,,,Zur Homepage
447843,"Dublin City University, Irland","
Dublin 9
Irland",+353 1 700-5137,+353 1 700-5442,,Zur Homepage
262782,DOT GmbH,"Charles-Darwin-Ring 1a
18059 Rostock
Deutschland",,,,Zur Homepage
225898483,RWE Westfalen-Weser-Ems Netzservice GmbH Spezialservice Gas Netzdienste Pipeline Integrity Management,"Rheinlanddamm 24
44139 Dortmund
Deutschland",,,thomas.laier@rwe.com,
276469848,University of Electronic Science and Technology of China,"Xiyuan Ave 2006
611731 Chengdu
China",,,,Zur Homepage
50459526,Ecole des Mines de Paris,"60, Boulevard Saint Michel
75272 Paris cedex 06
Frankreich",+33 1 4051-9000,,carole.grosz@ensmp.fr,Zur Homepage
141559397,Universidad Nacional de Jujuy,"
Jujuy
Argentinien",,,,Zur Homepage
207579165,Kinaxo Biotechnologies GmbH,"Am Klopferspitz 19a
82152 Planegg
Deutschland",,,,
191164099,Universidade Federal de Sao Joao del-Rei,"Praça Frei Orlando 170
São João del-Rei Minas Gerais
Brasilien",+55 32 3379-2530,,ascom@ufsj.edu.br,Zur Homepage
10747,Institut für die Geschichte der deutschen Juden,"Beim Schlump 83
20144 Hamburg
Deutschland",+49 40 42838-2617,+49 40 4480866,IGdJ@public.uni-hamburg.de,Zur Homepage
289551533,Department of Ethnology and Cultural Anthropology Adam Mickiewicz University,"sw. Marcin 78
61-809 Poznan
Polen",+48 61 8294817,,etnolo@amu.edu.pl,Zur Homepage
29520,Steinbeis-Transferzentrum Oberflächentechnik und Analytik an der Universität Heidelberg,"Ludolf-Krehl-Straße 31a
69120 Heidelberg
Deutschland",+49 621 400-4056,+49 621 400-4057,stz303@stw.de,Zur Homepage
196513617,Schön Klinik München Harlaching,"Harlachinger Straße 51
81547 München
Deutschland",+49 89 6211-0,,info@schoen-kliniken.de,Zur Homepage
214028145,Guangzhou Medical University (GMU),"195, Dongfeng Xi Road
Guangzhou 510182
China",+86 20 81340481,+86 20 81340442,gmuinoffice@163.com,Zur Homepage
23425675,Indian Institute of Technology Kanpur,"
Kanpur 208 016
Indien",,,,Zur Homepage
201040989,East-West-Center,"1601 East-West Road
Honolulu HI 96848
USA",,,,Zur Homepage
262121454,Vetus Latina-Institut,"Abteistraße 2
88631 Beuron
Deutschland",+49 7466 17165,+49 7466 17122,verwaltung@erzabtei-beuron.de,Zur Homepage
981109,Max-Reger-Institut/Elsa-Reger-Stiftung,"Pfinztalstraße 7
76227 Karlsruhe
Deutschland",+49 721 854-501,+49 721 854-502,mri@uni-karlsruhe.de,Zur Homepage
26830,Technische Universität Berlin Institut für Architektur,"Straße des 17. Juni 152
10623 Berlin
Deutschland",+49 30 314-23615,+49 30 314-21947,cramer@baugeschichte.tu-berlin.de,Zur Homepage
54596117,Bogazici University,"
34342 Istanbul
Türkei",+90 212 3595400,+90 212 2656357,Tansals@boun.edu.tr,Zur Homepage
254703950,SAW Components Dresden GmbH,"
01099 Dresden
Deutschland",+49 351 88752-10,+49 351 88725-20,support@sawcomponents.de,Zur Homepage
21090556,Universidad de Zaragoza,"Pedro Cerbuna 12
50009 Zaragoza
Spanien",,,ciu@unizar.es,Zur Homepage
181497827,Kreisarchiv Bad Doberan,"August-Bebel-Straße 3
18209 Bad Doberan
Deutschland",+49 3843 755-11300,+49 3843 755-11860,Tobias.Sofka@lkros.de,Zur Homepage
10701,Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung,"Celler Straße 3
38114 Braunschweig
Deutschland",+49 531 59099-100,+49 531 59099-199,info@gei.de,Zur Homepage
96748229,Regeneron Pharmaceuticals,"777 Old Saw Mill River Road
Tarrytown 10591
USA",,,,
243102875,UMR 1202 BIOGECO - INRA / Université Bordeaux 1 Site de Recherches Forêt Bois de Pierroton,"69 route d'Arcachon
33612 Cestas Cedex
Frankreich",+33 557 12-2337,+33 557 12-2881,,Zur Homepage
56379082,Physical Research Laboratory,"4218, Navrangpura
Ahmedabad 380009
Indien",,,,Zur Homepage
10100,European Molecular Biology Laboratory (EMBL),"Meyerhofstraße 1
69117 Heidelberg
Deutschland",+49 6221 387-0,+49 6221 387-8306,info@embl.de,Zur Homepage
197074512,The State Fund for Fundamental Researches,"Taras Shevchenko Avenue 16
01601 Kiev
Ukraine",+380 44 246-39-29,,email@dffd.gov.ua,Zur Homepage
12982,Technische Hochschule Bingen,"Berlinstraße 109
55411 Bingen
Deutschland",+49 6721 409-0,+49 6721 409-100,dialog@th-bingen.de,Zur Homepage
39993866,Ohio University,"120 Chubb Hall
Athens OH 45701
USA",+1 740 593-1000,,,Zur Homepage
30842587,Stiftung Preußischer Kulturbesitz EUBAM-Interministerielle Arbeitsgruppe,"Von-der-Heydt-Straße 16-18
10785 Berlin
Deutschland",+49 30 25463200,,lehmann@hv.spk-berlin.de,Zur Homepage
243359270,Universität Leipzig Deutsches Zentrum für integrative Biodiversitätsforschung (iDiv) Halle-Jena-Leipzig,"Deutscher Platz 5e
04103 Leipzig
Deutschland",+49 341 973-3105,+49 341 973-9350,info@idiv.de,Zur Homepage
288358247,Politecnico di Milano Dipartimento di Ingegneria Civile e Ambientale,"Piazza Leonardo da Vinci 32
20133 Milano
Italien",,,,
21091232,East Tennessee State University,"PO Box 70267
Johnson City TN 37614-1700
USA",+1 423 439-1000,,,Zur Homepage
390591904,School of Earth Sciences and Engineering Nanjing University,"Xianlin Ave. 163
210023 Nanjing
China",+86 25 89680700,+86 25 83686016,wsj@nju.edu.cn,Zur Homepage
239711194,European Molecular Biology Organization,"Meyerhofstraße 1
69117 Heidelberg
Deutschland",+49 6221 8891-101,+49 6221 8891-200,embo@embo.org,Zur Homepage
39072549,Volgograd State Pedagogical University,"
Volgograd
Russische Föderation",,,,Zur Homepage
59225961,Römisches Museum Augsburg,"Dominikanergasse 15
86150 Augsburg
Deutschland",+49 821 324-4131,+49 821 324-4133,roemisches.museum@augsburg.de,Zur Homepage
980472,Staatliche Kunstsammlungen Dresden,"Taschenberg 2
01067 Dresden
Deutschland",+49 351 4914-2000,+49 351 4914-777,info@skd-dresden.de,Zur Homepage
315563936,University of Berkeley College of Chemistry Department of Inorganic Chemistry,"Latimer Hall 602
94720 Berkeley
USA",,,,
213545638,Gebr. Märklin & Cie. GmbH,"Stuttgarter Strasse 55-57
73033 Göppingen
Deutschland",,,,
234365532,KISTLER Automotive GmbH Competence Center Schönaich,"Daimlerstraße 26
71101 Schönaich
Deutschland",,,,Zur Homepage
271091788,Deutsche Bibelgesellschaft,"Balinger Straße 31 A
70567 Stuttgart
Deutschland",+49 711 7181-0,+49 711 7181-126,zentrale@dbg.de,Zur Homepage
51974582,Chiba University,"1-33, Yayoi-cho, Inage-ku
Chiba-shi 263-8522
Japan",,,,Zur Homepage
184198009,University of Chicago Department of Economics,"1126 East 59th Street
Chicago IL 60637
USA",+1 773 702-5079,+1 773 702-8490,hgulick@uchicago.edu,Zur Homepage
28854419,The Institute for Genomic Research,"9712 Medical Center Drive
Rockville MD 20850
USA",+1 301 7957000,+1 301 8380208,,
10409,Leibniz-Institut für Gemüse- und Zierpflanzenbau Großbeeren und Erfurt,"Theodor-Echtermeyer-Weg 1
14979 Großbeeren
Deutschland",+49 33701 78-131,+49 33701 55391,igzev@igzev.de,Zur Homepage
19042908,ICIDO GmbH,"Jurastraße 8
70565 Stuttgart
Deutschland",+49 711 27303-150,,ralf.breining@icido.de,
18920385,Muséum National d'Histoire Naturelle,"57, rue Cuvier
75321 Paris Cedex 05
Frankreich",,,,Zur Homepage
96867997,University of Hyogo,"Higashikawasaki-cho
1-3-3 Hyogo
Japan",+81 78 367-8600,+81 78 362-0650,u_hyogo@pref.hyogo.jp,Zur Homepage
46404181,Allgemeines Krankenhaus Wien,"Währinger Gürtel 18-20
1090 Wien
Österreich",,,,Zur Homepage
338868809,Ben-Gurion University of the Negev Faculty of Health Sciences Department of Public Health,"Postfach P.O. Box 653
Beer Sheva 84105
Israel",,,,
270050876,Paul-Ehrlich-Institut Bundesinstitut für Impfstoffe und biomedizinische Arzneimittel Forschungsgruppe Pathogen-Wirt Interaktionen,"Paul-Ehrlich-Straße 51-59
63225 Langen
Deutschland",+49 6103 77-4019,+49 6103 77-1234,renate.koenig@pei.de,Zur Homepage
273378157,Universidad de Oriente,"Ave. Patricio Lumumba
90500 Santiago de Cuba
Kuba",+53 22 631860,+53 22 632689,communicacion@uo.edu.cu,
32356476,Institut de Ciències del Mar - CMIMA,"Passeig Maritim de la Barceloneta, 37-49
08003 Barcelona
Spanien",+34 93 230-9500,+34 93 230-9555,dafonso@utm.csic.es,Zur Homepage
13710,Institut für Regionalforschung e. V. an der Georg-August-Universität Göttingen,"Humboldtallee 15
37073 Göttingen
Deutschland",+49 551 3914048,+49 551 3914049,ifr@uni-goettingen.de,Zur Homepage
51995589,National Science Museum,"7-20 Ueno Park, Taito-ku
Tokyo 110-8718
Japan",,,,Zur Homepage
13085,SRH Hochschule Heidelberg,"Ludwig-Guttmann-Straße 6
69123 Heidelberg
Deutschland",+49 6221 88-2829,+49 6221 88-4122,kerstin.maier@fh-heidelberg.de,Zur Homepage
210691517,HOCHTIEF Solutions AG,"Alfredstraße 236
45133 Essen
Deutschland",,,,
21093192,Beijing University of Technology,"100 Pingleyuan, Chaoyang District
Beijing 100124
China",+86 10 6739-3456,+86 10 6739-2319,beijingtech@bjut.edu.cn,Zur Homepage
21090704,Universita di Roma Tor Vergata,"
00133 Roma
Italien",,,,Zur Homepage
10736,Institut für Dünnschichttechnologie und Mikrosensorik e.V.,"Kantstraße 55
14513 Teltow
Deutschland",+49 3328 3346-0,+49 3328 3346-10,idm.ev@t-online.de,Zur Homepage
150414806,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW","Postfach 101052
45610 Recklinghausen
Deutschland",+49 2361 305-0,+49 2361 305-3215,poststelle@lanuv.nrw.de,Zur Homepage
20715906,Universität Basel Institut für prähistorische und naturwissenschaftliche Archäologie (IPNA),"Spalenring 145
4055 Basel
Schweiz",+41 61 2010212,+41 61 2010255,,Zur Homepage
40812655,"International Copper Association, Inc.","
New York City NY
USA",,,,Zur Homepage
376010,Laboratoire de dynamique des fluides complexes (LDFC),"3 rue de l Université
67000 Strasbourg
Frankreich",,,,
30685,Volkswagen AG,"Postfach 1785
38436 Wolfsburg
Deutschland",+49 5361 923155,+49 5361 921473,vw@dialogservice.com,
29919001,"Robert Bosch GmbH Zentralbereich Forschung und Entwicklung Applied Research Chemistry, CR/ARC1","Robert-Bosch-Platz 1
70839 Gerlingen
Deutschland",,,,
394587045,Universitatea de Stat din Moldova,"str. Alexe Mateevici 60
Chisinau MD-2009
Moldau",,,,Zur Homepage
20773242,AG der Dillinger HüttenWerke,"Werkstraße 1
66763 Dillingen
Deutschland",+49 6831 47-0,+49 6831 47-2212,info@dillinger.biz,Zur Homepage
314829806,"Universita die Roma (Sapienza) Studi europei, americani e inter-culturali","stanza 21, ore 11-13
Roma
Italien",,,,
282757785,Landkreis Straubing-Bogen,"Leutnerstraße 15
94315 Straubing
Deutschland",+49 9421 973-0,+49 9421 973-230,landratsamt@landkreis-straubing-bogen.de,Zur Homepage
20758638,"Prof. Dr. Vincenzo Pasquale, Dr. Paolo Chiozzi Institut für Geowissenschaften der","
Italien
Italien",,,,
17443944,Umweltbundesamt (UBA),"Wörlitzer Platz 1
06844 Dessau
Deutschland",+49 340 2103-2416,+49 340 2103-2285,buergerservice@uba.de,Zur Homepage
62993708,Montana State University,"P.O. Box 172000
Bozeman MT 59717-2000
USA",,,,Zur Homepage
14435311,Centre national de la recherche scientifique (CNRS) UMR - Interactions Plantes-Microorganismes et Sante Vegetale,"400 Route des Chappes
06903 Sophia Antipolis Cedex
Frankreich",,,,
20691994,Collegium Helveticum,"Schmelzbergstraße 25
8092 Zürich
Schweiz",+41 44 632-6906,+41 44 632-1204,,Zur Homepage
275963857,Universidade Federal do Estado de Sao Paulo (UNIFESP),"
São Paulo
Brasilien",,,,
386198729,CREST (Center for Research in Economics and Statistics) Ensai (Ecole Nationale de la Statistique et de l'Analyse de l'Information) Campus de Ker-Lann,"Rue Blaise Pascal
35172 Bruz
Frankreich",,,,
89760980,EJOT Holding GmbH & Co. KG,"Adolf-Böhl-Straße 7
57319 Bad Berleburg
Deutschland",+49 2751 529-0,,info@ejot.de,Zur Homepage
981478,Zeppelin Universität,"Am Seemooser Horn 20
88045 Friedrichshafen
Deutschland",+49 7541 6009-1000,+49 7541 6009-1199,gabriele.bierke-desch@zu.de,Zur Homepage
323378754,fög - Forschungsinstitut Öffentlichkeit und Gesellschaft Universität Zürich,"Andreasstraße 15
8050 Zürich
Schweiz",+41 44 6352111,,pia.fleischlin@foeg.uzh.ch,Zur Homepage
20728188,"Institut für Physiologische Chemie II, Universität Düsseldorf","Moorenstraße 5
40001 Düsseldorf
Deutschland",,,,
267028790,Virginia Tech Department of Engineering Science and Mechanics,"Norris Hall 329
24061 Blacksburg
USA",,,,Zur Homepage
52035621,Japan Coast Guard,"5-3-1 Tsukiji, Chuo-ku
Tokyo 104-0045
Japan",,,,Zur Homepage
21705658,INSEAD Europe Campus,"Boulevard de Constance
77305 Fontainebleau Cedex
Frankreich",,,,Zur Homepage
196716230,Pathologie Nordhessen Institut für Pathologie,"Germaniastraße 7
34119 Kassel
Deutschland",+49 561 50042-100,+49 561 50042-200,info@patho-nordhessen.de,Zur Homepage
20722474,"Klinik für Innere Medizin, Medizinische Akademie Magdeburg","Leipziger Straße 44
39120 Magdeburg
Deutschland",,,,
249680737,Institut Biologie et Génétique des Interactions Plante-Parasite Campus International de Baillarguet UMR - BGPI,"Avenue Agropolis
34398 Montpellier Cedex 5
Frankreich",+33 4 67615800,,philippe.rott@cirad.fr,Zur Homepage
20753636,University of Lanzhou,"
Lanzhou 730000
China",,,news@lzu.edu.cn,Zur Homepage
192043126,Telethon Institute of Genetics and Medicine (Tigem),"Via Pietro Castellino, 111
80131 Napoli
Italien",,,,Zur Homepage
240625998,Institut für Geschichte und Archäologie der Uralabteilung der Russischen Akademie der Wissenschaften,"Rosa-Luxemburg-Str. 56
620026 Yekaterinburg
Russische Föderation",,,,
154730009,Research Institute of Forests and Rangelands,"P.O. Box 13185-116
Tehran
Iran",,,,Zur Homepage
20776018,Bethlehem University,"Postfach P.O. Box 11407
92248 Jerusalem
Israel",,,,Zur Homepage
323310646,Indian Institute of Science Education and Research (IISER) Physics Program and NMR Research Center,"Dr. Homi Bhabha Road
Pune 411008
Indien",,,,
63976452,National Academy of Sciences of Ukraine Institute of Bioorganic Chemistry and Petrochemistry,"Murmanskaya str. 1
02660 Kiev
Ukraine",+380 44 5585388,+380 44 5732552,,Zur Homepage
51380393,Sokendai Graduate University for Advanced Studies,"Shonan Village
Hayama 240-0193
Japan",+81 46 858-1500,+81 46 858-1542,sokendaiwebkanri@ml.soken.ac.jp,Zur Homepage
77309555,"Johann Heinrich von Thünen-Institut Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei","Bundesallee 50
38116 Braunschweig
Deutschland",+49 531 596-1003,+49 531 596-1099,info@thuenen.de,Zur Homepage
404877203,Waseda University School of International Liberal Studies,"1-6-1 Nishi-Waseda, Shinjuku-ku
169-8050 Tokyo
Japan",,,,
168474501,University of Lucknow,"
Lucknow 226 007
Indien",,,,Zur Homepage
17136681,Evangelisches Krankenhaus Bielefeld gGmbH,"Kantensiek 19
33617 Bielefeld
Deutschland",+49 521 144-2948,+49 521 144-2070,info@evkb.de,Zur Homepage
50991465,University of Wroclaw Institute of Theoretical Physics,"pl. M. Borna 9
50-204 Wroclaw
Polen",+48 71 3759408,+48 71 3214454,,
191580750,Daimler AG,"
70546 Stuttgart
Deutschland",+49 711 17-0,+49 711 17-22244,dialog@daimler.com,Zur Homepage
10162,Museum Fünf Kontinente,"Maximilianstraße 42
80538 München
Deutschland",+49 89 210136-100,+49 89 210136-247,dagmar.appelt@mfk-weltoffen.de,Zur Homepage
27664951,Centre de coopération internationale en recherche agronomique pour le développement (CIRAD),"Avenue Agropolis
34398 Montpellier Cedex 5
Frankreich",+33 4 67615800,,,Zur Homepage
110202614,Mannesmann Precision Tubes GmbH,"Wiesenstraße 36
45473 Mülheim
Deutschland",,,,
12965,Frankfurter Goethe-Haus Freies Deutsches Hochstift,"Großer Hirschgraben 23-25
60311 Frankfurt am Main
Deutschland",+49 69 13880-0,+49 69 13880-222,info@goethehaus-frankfurt.de,Zur Homepage
392382,University of Groningen,"Postbus 72
9700 AB Groningen
Niederlande",+31 50 363-9111,+31 50 363-5380,communicatie@rug.nl,Zur Homepage
35225058,University of Waterloo,"200 University Avenue West
Waterloo ON N2L 3G1
Kanada",+1 519 888-4567,,,Zur Homepage
326320906,U.S. Geological Survey Woods Hole Coastal and Marine Science Center,"Woods Hole Road 384
Woods Hole 02543-1598
USA",,,,
51974850,Osaka City University,"3-3-138, Sugimoto, Sumiyoshi-ku
Osaka 558-8585
Japan",,+81 6 6605-2244,,Zur Homepage
285735310,Utrecht University Institute of Earth Sciences,"Heidelberglaan 2
3584 TC Utrecht
Niederlande",,,,
21093272,Université Pierre-et-Marie-Curie UPMC,"4 place Jussieu
75005 Paris
Frankreich",+33 1 4427-4427,,caio@upmc.fr,Zur Homepage
13291,Seelsorgeinstitut Bethel,"Remterweg 45
33617 Bielefeld
Deutschland",+49 521 144-3386,+49 521 144-4648,seelsorgeinstitut@uni-bielefeld.de,Zur Homepage
71431328,Sana Klinikum Lichtenberg,"Fanningerstraße 32
10365 Berlin
Deutschland",+49 30 55-180,+49 30 55-184004,info@sana-kl.de,Zur Homepage
20760832,Süddeutsche Zeitung,"Hultschiner Straße 8
81677 München
Deutschland",+49 89 2183-0,+49 89 2183-787,redaktion@sueddeutsche.de,Zur Homepage
392024118,Hangzhou Dianzi University College of Computer Science and Technology,"
310018 Hangzhou
China",,,,
20755898,National Commission for Wildlife Conservation and Development (NCWCD),"Postfach P.O. Box 61681
Riyadh
Saudi-Arabien",,,pr@ncwcd.gov.sa,Zur Homepage
20762860,CNRS Centre de Génétique Moléculaire,"Avenue de la Terrasse
91198 Gif-sur-Yvette Cedex
Frankreich",,,,Zur Homepage
15377362,"Sanofi-Aventis Deutschland GmbH S&MA, General Affairs Valorisation & Innovation, H 83","Industriepark Höchst
65926 Frankfurt am Main
Deutschland",+49 180 2222010,+49 180 2222011,,Zur Homepage
70264723,Elektro Beckhoff Automation GmbH,"Eiserstraße 5
33415 Verl
Deutschland",+49 5246 963-0,+49 5246 963-198,,
59409558,SIEMENS AG Power Generation PG P11M2,"Rheinstraße 100
45478 Mülheim
Deutschland",,,,
13530,Deutsches Diabetes-Zentrum Leibniz-Zentrum für Diabetes-Forschung an der Heinrich-Heine-Universität Düsseldorf (DDZ),"Auf'm Hennekamp 65
40225 Düsseldorf
Deutschland",+49 211 3382-0,+49 211 3382-603,kontakt@ddz.uni-duesseldorf.de,Zur Homepage
20777246,University of Vermont,"
Burlington VT 05405
USA",+1 802 656-3131,,,Zur Homepage
219831610,Evangelische Landeskirche in Baden,"Blumenstraße 1-7
76133 Karlsruhe
Deutschland",+49 721 9175-0,,,Zur Homepage
269916619,University of Texas at Houston Department of Psychiatry and Behavioral Sciences,"1941 East Road BBSB 3118
Houston TX 77054
USA",,,,
29712510,Holland Research School of Molecular Chemistry,"Nieuwe Achtergracht 166
1018 WV Amsterdam
Niederlande",,,hrsmc@science.uva.nl,Zur Homepage
113541050,Zeiss Planetarium Bochum,"Castroper Straße 67
44791 Bochum
Deutschland",+49 234 51606-0,+49 234 51606-51,mail@planetarium-bochum.de,Zur Homepage
279385316,Department of Materials Science Engineering Universidad de Antioquia Research Center CIDEMAT Sede de Investigaciones Universitarias SIU,"Calle 62 N 52-59
Medellín
Kolumbien",,,,
206719906,Centre for e-Learning Technology,"Postfach 15 11 50
66041 Saarbrücken
Deutschland",+49 681 85775-1051,+49 681 85775-1053,info@celtech.de,Zur Homepage
126094510,Bournemouth University,"Talbot Campus
BH12 5BB Poole Dorset
Großbritannien",+44 1202 524111,+44 1202 962736,enquiries@bournemouth.ac.uk,Zur Homepage
981773,Deutsches Institut für Menschenrechte,"Zimmerstraße 26/27
10969 Berlin
Deutschland",+49 30 259359-0,+49 30 259359-59,,Zur Homepage
250101466,Ecole Normale Supérieure (ENS) Laboratoire de Physique statistique (LPS),"24 rue Lhomond
75005 Paris
Frankreich",+33 1 44322522,,christophe.gissinger@lps.ens.fr,
230523925,The Research Triangle Park,"12 Davis Drive
Research Triangle Park NC 27709
USA",+1 919 549-8181,+1 919 549-8246,,Zur Homepage
27010236,Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW GmbH) Abteilung 2 Forschungssystem und Wissenschaftsdynamik,"Schützenstraße 6a
10117 Berlin
Deutschland",+49 30 2064177-0,+49 30 2064177-99,hornbostel@dzhw.eu,Zur Homepage
9739011,Miltenyi Biotec GmbH,"Friedrich-Ebert-Straße 68
51429 Bergisch Gladbach
Deutschland",+49 2204 8306-0,+49 2204 85197,macs@miltenyibiotec.de,Zur Homepage
277136512,Adam Mickiewicz University Faculty of Modern Languages and Literatures Institute of Applied Linguistics Department of Studies on Multilingualism,"ul. 28 Czerwca 1956 nr 198
61-485 Poznan
Polen",,,,Zur Homepage
64980282,AMB Generali Informatik Services GmbH,"Anton-Kurze-Allee 16
52064 Aachen
Deutschland",,,,
30472169,Hochtief Consult IKS Energy,"Lyoner Straße 25
60528 Frankfurt am Main
Deutschland",,,,
30793,Institut für Sicherheits- und Präventionsforschung (ISIP),"Bogenallee 11
20144 Hamburg
Deutschland",+49 40 42838-5305,+49 40 42838-5307,isip@uni-hamburg.de,Zur Homepage
331229736,University of Birmingham Institute for Metabolism and Systems Research,"Edgbaston
Birmingham B15 2TT
Großbritannien",,,,
981698,Institut für Marine Biotechnologie e.V. (IMaB),"Walther-Rathenau-Straße 49A
17489 Greifswald
Deutschland",+49 3834 864212,+49 3834 864238,schweder@uni-greifswald.de,Zur Homepage
39809179,Sultan Qaboos University,"P.O. Box 50
Muscat 123
Oman",+968 24 14-1111,+968 24 41-3391,webmaster@squ.edu.om,Zur Homepage
289994301,Centre Muraz,"Avenue Mamadou KONATE
01 BP 390 Bobo-Dioulasso
Burkina Faso",,,,Zur Homepage
266626802,Klinikum Borna,"Rudolf-Virchow-Straße 2
04552 Borna
Deutschland",+49 3433 21-0,,postmaster.borna@helios-kliniken.de,Zur Homepage
258706165,Özyegin University,"Orman Street
34794 Çekmeköy Nisantepe Distr
Türkei",+90 216 5649000,+90 216 5649999,,Zur Homepage
